ID,race,age,engnat,gender,hand,source,country,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
4494,11,17,2,2,1,1,PK,5,1,3,5,5,1,5,2,5,1,5,1,5,3,5,5,5,5,5,3,3,4,1,4,1,4,1,3,4,5,2,2,4,5,2,3,4,3,5,2,3,1,5,1,3,1,4,2,2,5
4495,3,21,1,2,2,1,AU,3,3,5,5,4,1,5,5,1,5,4,3,4,4,1,4,3,1,2,1,5,5,1,5,1,4,1,5,5,5,3,5,3,3,3,2,2,2,4,3,5,3,5,4,3,1,4,2,5,4
4496,4,19,1,1,1,1,IN,3,4,5,1,4,1,3,5,5,4,1,4,2,1,5,1,5,5,1,2,5,2,4,5,3,5,4,5,5,5,2,1,4,5,5,4,1,3,2,4,1,1,5,1,5,4,4,1,3,4
4497,13,23,2,2,1,1,IN,5,5,5,1,5,5,5,1,2,5,5,1,1,1,5,5,5,5,5,5,5,5,1,5,1,5,1,5,5,5,1,1,5,5,1,1,5,5,1,5,1,1,1,5,5,5,5,5,5,5
4498,3,21,2,1,1,2,GB,3,3,3,4,3,3,2,4,3,4,3,4,3,3,4,4,4,4,4,3,3,4,3,3,3,2,3,3,4,4,3,3,2,2,2,4,4,4,3,3,4,1,4,2,4,2,3,3,4,4
4499,11,19,2,1,2,1,PH,4,3,4,3,2,3,1,1,5,3,2,1,4,2,3,2,1,2,3,5,2,2,4,4,2,5,3,1,5,5,2,1,4,2,2,4,1,2,4,4,3,1,4,2,5,2,5,3,5,5
4500,13,26,2,1,1,1,IN,5,1,5,3,4,3,5,4,5,2,2,4,3,2,3,2,5,5,4,2,3,5,3,4,2,4,1,5,4,5,3,4,4,4,2,4,5,3,4,5,3,3,4,2,4,2,3,3,4,5
4501,13,14,1,2,1,1,GB,3,1,3,1,4,1,3,2,5,1,5,3,5,3,5,4,5,5,5,3,2,3,4,3,1,3,3,2,4,4,5,4,5,3,1,5,5,4,5,4,4,2,3,4,4,2,5,5,3,4
4502,3,39,2,2,1,1,DE,2,2,4,3,4,1,1,2,4,4,3,3,4,4,2,4,3,4,2,1,1,5,1,4,1,4,1,5,5,5,4,4,4,1,4,4,4,1,4,4,5,2,4,4,4,2,4,2,5,4
4504,3,17,1,2,1,5,AU,3,1,4,2,4,2,3,3,4,3,4,4,4,4,3,2,2,2,2,2,2,4,3,4,2,3,2,4,4,4,4,4,4,2,3,3,4,2,3,4,4,2,4,3,3,2,3,4,4,4
4505,3,16,2,2,1,5,CA,2,3,3,1,4,3,2,2,4,5,3,5,4,3,2,3,4,4,2,3,1,4,1,5,2,3,1,5,5,2,3,4,4,3,3,2,4,2,3,3,3,1,5,1,5,1,4,2,3,5
4506,3,17,1,2,1,1,GB,5,2,4,2,5,1,5,4,5,3,2,4,3,1,4,3,1,1,3,1,1,5,1,4,1,5,1,5,5,5,4,3,4,2,4,2,1,1,2,5,4,5,5,3,3,3,2,2,3,4
4507,13,39,2,2,1,2,US,4,3,5,4,5,5,5,1,5,1,1,5,1,2,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,2,3,3,1,3,2,5,3,5,5,3,3,4,2,4,4,3,1,3,3
4508,3,19,1,2,1,1,GB,3,1,5,1,5,2,4,2,2,2,3,4,2,1,2,2,5,4,3,1,1,5,2,5,2,4,1,4,4,4,1,2,5,3,1,2,4,3,2,3,4,1,5,1,4,1,4,4,4,5
4509,11,18,2,2,1,1,PH,1,2,2,5,3,2,1,4,1,5,2,3,5,3,3,3,1,3,2,3,1,4,1,5,2,4,1,2,5,5,4,3,5,1,4,3,4,2,4,4,2,2,5,1,4,1,5,2,5,4
4510,3,28,1,2,1,1,GB,4,2,4,2,5,2,4,4,3,2,4,2,4,4,3,3,2,2,4,2,5,4,2,4,1,4,2,3,4,4,4,2,3,2,4,2,4,4,4,4,4,2,4,2,3,2,4,4,4,3
4511,12,30,2,1,1,1,US,3,3,3,4,2,2,4,5,3,5,4,3,5,4,3,4,4,4,4,5,2,4,1,5,1,3,2,4,5,5,2,4,4,4,2,3,2,3,3,3,4,2,5,1,4,2,4,4,5,5
4512,3,25,2,1,1,1,NL,3,4,5,3,3,4,2,3,5,4,2,4,4,2,3,2,4,3,2,2,3,4,4,4,4,4,2,4,4,3,4,4,4,4,2,2,2,3,2,3,4,2,5,2,4,1,5,3,3,5
4513,4,25,2,2,1,1,IN,3,5,5,3,3,5,1,1,1,5,5,4,5,5,5,5,3,3,2,2,3,5,1,5,1,5,1,5,4,5,2,3,3,5,4,5,1,1,3,5,1,5,5,5,2,1,2,1,3,2
4514,3,26,2,2,1,2,AU,2,2,4,2,4,2,3,3,4,3,2,4,4,2,3,3,3,3,3,3,2,5,2,4,2,4,1,4,5,3,2,3,3,3,3,5,2,3,2,2,5,2,5,1,4,1,5,4,5,5
4515,12,32,1,1,2,4,US,4,4,5,3,5,1,5,1,1,5,1,5,1,1,5,4,1,1,5,1,2,4,2,1,5,5,1,2,1,5,1,1,5,2,5,1,4,1,3,4,2,4,1,4,3,5,3,1,1,1
4516,12,22,2,2,1,1,NG,2,4,3,4,2,3,2,5,3,2,3,5,5,4,1,1,2,2,4,3,1,5,1,5,1,4,1,4,4,4,4,4,5,1,2,4,4,1,3,4,4,2,5,1,4,2,5,1,4,4
4517,4,21,2,1,1,1,LK,3,3,4,3,4,3,4,3,3,2,4,4,4,3,4,4,4,3,2,3,4,5,2,3,2,2,2,4,4,3,2,2,4,3,3,3,3,2,4,4,4,3,3,3,4,3,4,2,4,4
4518,9,20,1,1,1,1,IN,1,1,2,3,5,1,3,2,5,5,2,2,5,5,3,5,5,5,3,5,5,5,1,5,1,4,1,5,5,5,2,5,5,5,3,4,3,3,2,3,2,3,5,1,2,2,5,5,5,3
4519,13,31,2,2,1,5,IN,4,4,5,4,4,5,2,4,3,4,1,3,3,5,1,3,1,1,1,1,5,4,1,5,4,3,3,4,3,5,4,2,5,1,5,1,3,1,4,5,4,3,4,3,4,2,5,4,3,3
4520,3,65,2,2,1,1,AU,1,5,2,5,4,5,2,5,1,5,1,4,1,5,2,3,1,1,2,1,2,1,3,4,2,1,4,3,3,2,4,1,5,4,2,5,4,1,2,5,3,2,4,4,4,1,4,3,4,3
4521,4,26,2,2,1,1,IN,3,1,3,2,3,2,2,1,5,3,4,3,4,2,5,5,5,5,5,3,3,4,1,4,2,5,3,4,5,4,4,5,5,4,1,4,4,1,3,4,4,1,5,1,5,1,5,5,5,5
4522,6,36,2,2,1,1,ZA,3,3,3,2,3,2,5,3,5,3,3,3,4,2,5,5,4,4,5,4,1,2,1,5,2,5,4,3,5,4,2,2,2,3,2,1,2,3,2,4,5,4,5,5,3,1,5,5,5,2
4523,3,37,2,2,1,2,GB,2,3,3,3,4,2,2,5,1,4,4,3,4,1,2,4,3,2,2,4,1,5,1,5,2,4,1,2,5,4,3,5,5,5,2,5,3,1,2,4,5,1,5,1,4,1,3,5,5,5
4524,3,33,2,1,1,1,ZA,3,1,5,3,5,1,5,3,5,2,1,4,2,2,5,3,5,5,5,5,1,2,2,5,2,5,1,3,5,5,2,1,5,2,3,1,4,3,3,4,5,1,5,1,5,1,5,5,5,5
4525,6,25,2,2,2,1,ZA,4,1,5,1,5,1,5,4,5,3,3,4,4,3,1,3,3,3,3,3,1,5,2,5,1,5,1,5,5,5,2,4,5,3,1,3,3,3,3,3,4,1,4,1,3,2,4,4,5,5
4526,3,20,1,2,1,1,US,2,4,3,4,3,2,1,4,2,5,4,2,4,2,3,4,3,2,3,4,2,5,3,4,2,4,2,4,4,4,3,3,4,4,1,5,3,3,3,3,4,3,3,3,3,3,3,4,5,4
4527,3,20,1,2,1,1,AU,1,2,2,1,5,2,1,3,4,5,5,1,5,5,5,5,5,5,5,5,3,4,3,4,3,3,2,3,4,1,3,1,3,3,1,2,5,3,1,3,5,2,4,1,4,1,5,5,5,3
4528,3,24,1,1,1,2,GB,1,4,3,4,4,1,3,4,4,4,1,5,1,4,1,1,2,2,1,1,1,4,1,5,3,3,4,3,4,2,4,3,4,1,3,1,4,1,3,5,5,1,3,1,5,2,5,5,4,4
4529,3,37,2,1,1,1,GB,2,4,4,5,3,5,2,4,2,5,5,3,5,2,3,2,1,1,3,4,2,5,1,4,2,5,2,4,4,4,3,5,5,4,1,4,4,4,2,4,5,1,5,1,5,1,5,5,5,5
4530,13,38,1,1,1,1,US,1,5,2,5,3,5,1,2,1,5,4,4,5,3,4,5,5,5,5,3,1,4,2,5,3,5,2,1,4,5,3,5,4,4,1,5,5,1,4,3,2,4,5,4,5,1,3,1,5,5
4531,3,50,1,2,1,1,AU,5,1,5,1,5,1,5,1,5,3,3,5,3,3,1,3,5,3,3,3,1,5,1,5,1,5,1,5,5,5,3,1,1,1,1,3,3,3,3,5,5,1,1,1,1,5,5,3,5,1
4532,3,17,2,3,1,1,SE,2,4,2,3,1,3,1,4,2,5,3,3,4,2,3,3,5,5,4,4,4,2,3,3,3,3,4,2,4,2,4,2,5,1,3,1,4,4,4,4,5,1,5,1,5,1,5,5,5,5
4533,11,14,2,2,1,1,PH,1,4,3,5,3,1,1,5,1,5,3,2,4,4,4,3,4,4,3,5,1,3,1,5,1,5,2,4,5,2,3,2,4,4,2,3,5,3,2,3,4,2,5,2,3,2,4,3,4,4
4534,3,21,1,2,2,2,GB,4,1,5,1,5,1,4,4,2,2,3,5,2,4,2,3,2,3,2,1,1,5,3,5,1,5,1,5,4,5,2,5,4,3,4,2,3,3,4,2,4,2,4,2,3,4,4,3,4,2
4535,13,29,2,2,1,1,IN,3,3,3,4,3,3,2,5,1,4,5,2,4,1,4,4,3,5,4,4,5,4,1,4,4,5,1,5,4,4,3,2,5,3,4,5,3,1,3,3,4,3,5,3,4,3,3,3,3,4
4536,1,27,2,1,1,1,AT,1,1,3,4,4,1,1,4,2,4,1,4,5,2,1,1,3,2,1,3,2,4,1,4,2,4,2,4,3,4,5,4,5,2,3,4,4,2,3,4,5,1,5,1,5,1,5,5,5,5
4537,3,22,2,1,1,1,HU,4,1,3,4,4,2,4,4,4,4,2,4,4,2,4,2,4,4,2,4,1,5,1,4,2,2,1,4,4,5,2,4,2,4,1,4,4,4,1,2,3,2,4,1,3,2,2,4,4,3
4538,11,24,1,2,1,1,MY,3,1,4,3,4,1,2,3,4,4,5,3,4,2,4,3,4,3,4,2,4,4,3,5,1,5,2,2,4,2,2,2,2,4,3,3,5,3,3,3,2,3,4,3,3,2,3,2,4,4
4539,3,34,1,2,1,1,US,2,4,4,5,2,4,2,5,2,5,2,4,5,2,4,5,2,1,3,3,1,4,1,5,1,5,1,4,4,4,3,3,4,2,3,2,3,1,5,3,5,2,5,4,3,1,4,5,4,4
4540,13,24,2,1,1,1,IN,5,1,2,4,3,4,5,4,1,4,3,5,3,4,5,5,5,5,5,4,4,4,1,5,5,5,2,3,3,4,4,5,4,5,3,5,3,5,4,5,4,5,5,4,4,1,5,3,3,3
4542,11,30,2,1,1,1,IN,5,5,3,3,2,4,3,3,1,3,5,3,3,3,4,4,3,3,4,3,2,5,2,4,3,4,4,3,2,3,5,3,3,3,3,3,2,3,3,3,1,3,4,3,4,4,3,3,4,3
4543,13,19,1,2,1,1,GB,3,3,3,3,4,1,4,4,2,4,3,3,4,2,2,4,3,4,4,2,2,4,4,4,1,5,1,5,4,3,4,1,4,1,5,1,4,2,4,4,3,3,4,3,4,2,4,3,4,3
4545,3,17,1,2,2,2,IE,4,2,5,1,5,1,4,2,5,1,3,3,4,1,4,4,5,3,4,2,1,5,4,5,1,5,2,4,5,3,2,5,2,4,2,3,1,4,3,2,3,2,3,1,4,2,4,4,1,4
4546,3,29,1,1,1,1,GG,3,3,4,4,4,3,4,3,4,4,3,4,4,4,2,2,2,2,2,2,2,4,2,4,2,4,2,4,4,4,2,4,2,3,2,3,3,2,3,3,4,2,3,2,3,2,3,4,4,3
4547,3,38,1,2,1,5,US,2,3,4,3,3,3,3,3,3,3,4,2,4,3,4,4,4,4,4,4,2,4,3,4,2,4,2,3,4,3,4,5,3,4,2,5,4,3,3,3,4,2,5,3,4,1,4,4,4,4
4548,11,20,2,2,1,1,GB,2,4,3,3,4,4,3,4,3,4,2,4,4,3,4,2,2,2,2,3,2,3,1,4,2,5,3,4,4,3,4,1,4,2,4,2,4,2,4,2,4,3,4,3,3,2,3,3,4,3
4549,13,23,1,2,1,2,US,3,3,3,3,3,3,3,3,3,3,2,3,5,3,3,3,3,3,4,3,4,4,1,5,2,5,2,5,4,5,3,3,5,1,3,3,5,3,3,3,1,3,5,3,5,1,3,2,5,4
4550,13,23,2,3,1,1,RS,1,3,2,4,2,2,2,3,3,5,3,3,5,1,5,3,4,4,4,4,2,3,4,3,2,4,2,3,2,5,2,1,5,4,2,1,4,3,4,3,4,1,5,1,4,1,4,4,5,4
4551,3,21,1,1,1,1,US,1,4,3,3,2,4,2,4,3,3,2,4,2,3,1,2,2,1,2,2,2,3,1,4,3,3,3,4,4,4,3,2,4,2,4,2,4,2,2,3,2,1,4,2,5,1,4,2,4,4
4552,3,22,1,2,2,3,US,3,2,3,2,4,1,3,3,4,4,4,3,5,4,2,3,4,2,4,2,1,4,1,5,1,5,2,5,5,4,5,1,5,1,4,2,5,1,5,4,2,3,2,3,4,2,4,2,4,4
4554,13,20,1,2,1,2,US,3,5,3,3,3,4,4,5,3,5,5,5,4,1,5,3,5,2,5,1,4,5,1,4,3,5,3,5,4,5,3,4,5,3,2,5,4,4,2,4,2,5,5,1,3,2,4,1,5,3
4555,3,20,1,2,1,1,GB,1,3,4,3,2,3,3,2,4,4,2,4,3,3,4,2,3,2,2,1,1,5,1,5,1,5,1,4,5,2,4,1,5,1,4,2,5,2,4,2,3,2,5,1,4,1,4,1,4,4
4556,13,23,2,2,1,1,PK,2,3,3,3,3,3,2,3,3,4,5,4,5,3,5,5,5,4,5,5,3,5,2,5,1,5,1,4,5,3,3,3,3,1,4,1,2,2,3,3,3,4,3,2,3,5,4,3,3,4
4557,3,20,1,1,1,1,US,2,4,1,4,1,3,1,4,2,5,5,2,5,1,2,4,4,4,4,5,3,3,3,4,3,4,3,3,4,3,4,4,4,4,3,4,3,5,3,3,4,3,4,2,3,3,3,3,5,4
4558,13,20,2,1,2,1,PK,3,5,1,3,3,4,1,4,2,5,4,3,4,4,4,2,2,3,5,3,3,3,1,4,2,1,2,3,5,5,4,2,3,3,3,1,3,1,4,3,4,5,5,2,4,3,1,3,5,4
4559,3,64,1,2,1,2,US,1,5,2,5,3,4,1,5,1,4,3,2,4,4,4,4,1,1,5,2,3,2,4,2,4,2,4,1,2,4,5,1,5,2,2,1,5,1,4,5,5,1,4,1,5,2,5,4,4,4
4560,3,65,1,1,1,2,US,3,2,4,1,5,1,5,4,5,1,1,4,1,1,1,1,2,1,1,1,2,4,1,4,1,5,1,4,5,5,4,4,3,1,4,2,3,1,4,4,3,2,4,1,5,1,4,2,4,5
4561,3,34,1,2,1,2,CA,3,3,4,3,2,3,3,4,4,5,2,4,2,5,3,3,2,2,3,2,1,4,3,4,2,4,2,3,3,3,4,4,3,2,2,3,3,1,4,3,4,2,4,2,3,2,4,2,3,4
4562,4,24,2,2,1,2,IN,3,5,5,3,4,3,2,5,1,4,3,4,4,4,2,3,3,1,2,1,3,5,1,5,1,5,1,4,5,5,5,2,5,1,5,1,5,1,5,5,3,2,3,1,4,1,4,1,5,3
4563,1,25,1,2,1,1,US,3,3,4,3,3,3,2,3,3,4,5,2,5,2,4,3,4,3,3,4,1,4,2,4,2,4,2,4,5,3,4,4,4,3,3,3,4,3,3,4,4,3,4,1,3,2,4,5,4,4
4564,3,25,2,1,1,5,DE,1,4,4,4,3,3,2,2,4,4,3,3,3,2,2,3,2,2,2,4,2,3,1,3,3,4,3,4,3,3,4,1,4,2,3,2,4,2,3,5,3,2,3,2,3,3,4,3,5,3
4565,13,22,2,2,1,1,IN,1,1,3,4,5,1,2,2,5,2,4,4,4,3,4,3,4,4,4,2,5,4,2,5,1,5,3,3,5,4,3,4,3,3,3,4,2,2,2,4,4,3,5,3,5,1,5,3,3,5
4566,13,24,1,2,3,5,US,4,1,3,2,4,3,4,1,2,3,2,3,3,1,3,2,3,2,2,1,4,5,2,5,2,5,2,5,5,4,3,3,4,2,3,3,4,3,3,4,1,3,4,3,4,1,3,3,2,4
4567,4,19,2,1,1,1,IN,1,2,5,5,3,4,2,2,3,5,3,5,5,3,4,3,5,4,4,3,4,4,2,5,2,4,4,4,4,4,2,5,4,3,3,5,4,5,1,4,2,2,5,1,5,1,5,4,4,4
4568,3,26,2,1,1,1,RU,4,1,4,2,2,1,2,2,5,3,4,1,5,1,5,5,4,4,5,5,1,4,3,3,2,4,2,3,4,3,2,5,4,5,1,5,3,3,2,2,4,2,5,1,5,1,4,5,5,4
4569,4,36,2,1,1,2,IN,3,2,4,2,4,2,3,2,4,2,2,4,3,2,3,2,2,2,3,4,2,4,2,4,2,2,2,2,4,4,2,2,4,2,1,2,4,4,2,3,5,1,4,2,4,2,4,4,2,4
4570,3,61,1,2,1,2,US,4,2,4,2,4,2,5,2,4,2,3,4,4,4,3,3,2,3,1,3,1,5,2,5,1,5,1,5,5,5,4,2,4,2,4,4,4,1,4,4,4,2,5,2,4,1,4,1,5,5
4571,11,18,2,2,1,5,US,2,2,4,3,4,2,4,3,2,4,5,3,5,3,4,3,5,5,4,3,2,5,3,4,2,4,2,2,4,4,4,2,4,2,3,4,3,3,3,3,4,4,5,2,3,1,4,2,3,4
4572,3,25,1,2,1,1,GB,3,1,5,2,5,1,5,3,4,3,4,3,4,2,2,2,3,2,2,2,1,5,1,5,1,5,1,5,5,4,2,3,4,3,3,3,4,1,4,3,4,2,5,3,4,5,4,3,5,4
4573,3,30,2,2,1,1,NL,1,4,1,4,1,3,1,4,1,5,5,1,5,1,5,5,5,5,5,4,2,3,2,4,2,3,2,3,5,1,3,2,3,4,3,4,2,3,3,4,5,1,5,1,5,1,5,5,5,4
4574,3,25,1,2,1,5,US,3,2,2,4,5,1,5,5,1,3,5,3,5,1,2,2,3,3,2,4,1,4,1,4,1,1,2,5,5,5,4,1,4,2,1,1,4,3,1,5,5,1,4,1,5,1,3,3,5,4
4575,3,52,1,2,1,2,CA,3,2,4,2,4,2,4,3,4,3,4,4,5,3,3,1,1,1,2,3,1,2,1,4,2,5,2,4,4,5,4,1,4,1,5,1,4,1,4,5,3,4,4,2,4,1,4,2,2,4
4576,3,30,1,2,1,1,US,3,3,4,3,5,2,3,3,3,3,3,4,3,3,2,2,2,2,2,2,1,5,2,5,1,4,1,5,5,5,4,2,5,2,3,2,3,2,3,3,5,3,3,2,4,2,4,4,5,4
4577,8,57,1,2,1,1,US,5,1,1,5,5,1,5,5,5,5,5,1,5,1,1,5,1,1,5,5,1,5,5,5,1,5,1,5,5,5,1,1,5,1,5,1,5,1,5,5,1,5,5,1,5,1,5,1,5,5
4578,3,26,1,2,1,5,US,3,3,4,2,5,1,4,4,3,1,3,3,4,5,4,3,1,1,3,1,1,4,1,5,1,5,1,5,4,4,4,2,4,1,2,3,5,3,5,4,3,2,3,3,4,1,3,3,3,3
4579,4,27,1,1,1,1,IN,1,1,4,5,2,4,1,4,3,5,3,5,4,2,3,3,5,5,3,4,1,4,1,5,2,5,2,2,5,4,3,1,3,2,3,1,3,2,3,3,4,1,4,4,3,1,5,1,5,4
4580,9,21,1,2,1,1,AU,4,2,4,1,4,2,4,2,5,2,4,2,4,2,4,4,4,4,3,4,1,4,3,5,1,5,2,3,4,3,4,4,4,2,4,2,5,3,3,3,4,1,4,1,4,2,4,3,4,4
4581,3,27,2,1,1,1,GB,1,4,1,3,2,2,1,3,2,4,4,3,4,2,2,4,3,3,2,4,2,4,3,4,2,3,2,3,4,2,2,2,4,2,2,2,4,2,3,3,4,1,4,1,4,3,4,3,4,4
4582,11,25,1,1,1,2,SG,3,1,5,5,4,2,4,5,2,2,2,4,2,2,2,2,2,2,3,2,1,5,2,4,1,3,2,5,4,5,2,1,4,2,2,2,5,3,4,4,3,2,4,2,3,2,5,2,4,3
4583,3,35,2,1,2,2,ES,5,1,5,1,5,1,5,3,5,1,1,1,5,3,1,1,1,1,2,5,3,4,1,5,3,1,2,2,4,5,5,1,5,1,3,1,5,1,5,5,5,1,5,1,5,1,5,5,4,5
4584,3,59,1,1,2,1,US,3,5,5,2,4,4,4,1,4,4,3,5,2,5,2,1,2,1,5,1,1,5,1,5,1,4,1,5,5,5,5,3,5,1,5,1,4,1,5,5,5,5,4,5,5,1,5,5,4,5
4585,13,39,1,1,1,2,US,4,1,3,4,4,2,4,4,2,4,2,3,4,3,2,3,3,2,3,3,2,4,1,2,2,4,2,3,2,5,4,4,4,1,4,3,4,1,4,4,5,3,3,3,4,2,4,2,5,4
4586,4,27,2,2,1,1,PK,3,3,5,3,4,2,4,2,3,3,3,3,3,3,2,2,4,2,2,3,4,3,1,4,2,3,2,3,3,3,3,2,4,3,3,2,3,2,3,4,3,2,3,1,3,2,4,3,3,4
4587,3,20,1,1,1,1,GB,3,4,2,4,3,2,4,3,3,5,5,1,5,2,5,4,5,4,4,4,2,2,5,2,4,2,4,2,3,1,2,4,4,3,1,2,3,4,2,3,5,2,5,1,5,1,4,5,4,5
4588,2,60,1,2,3,1,US,4,1,5,2,5,2,5,4,4,2,3,2,1,4,2,1,1,1,1,1,1,5,2,5,2,5,1,5,5,4,4,3,1,3,4,3,3,1,2,1,5,1,5,1,5,1,5,5,5,5
4589,13,50,1,2,1,1,GB,4,1,5,1,5,1,5,3,4,1,3,3,4,2,5,1,3,3,3,2,4,5,1,5,1,4,1,5,5,5,3,3,4,1,2,3,5,1,5,3,3,2,5,1,3,1,3,1,4,5
4591,3,37,1,1,1,1,US,2,2,3,3,1,1,3,1,4,3,3,3,4,3,2,1,3,2,2,3,1,4,1,5,1,4,1,3,4,3,4,4,4,1,2,3,3,3,3,5,5,1,5,1,5,1,5,5,5,5
4592,1,18,2,2,1,1,US,2,4,3,4,3,4,1,4,4,5,3,3,4,3,2,2,2,3,2,3,4,4,2,4,2,4,2,4,4,3,3,2,5,3,3,4,4,2,4,3,3,2,4,1,4,1,4,3,4,4
4593,3,16,1,2,1,1,AE,2,4,3,4,3,3,2,5,1,5,3,4,4,2,3,4,3,4,3,3,1,3,3,4,2,4,2,4,3,4,3,4,4,4,2,4,3,4,2,2,1,2,3,3,3,2,4,1,4,4
4594,4,22,2,2,1,1,IN,4,2,3,4,2,2,2,5,1,5,5,3,5,2,5,4,5,5,4,4,1,3,2,5,3,5,3,5,5,5,1,3,4,4,1,4,4,5,2,4,2,2,5,2,4,1,5,2,5,5
4595,1,17,1,2,1,1,US,3,1,4,2,5,2,4,3,4,3,5,2,5,2,3,5,4,3,5,3,1,5,2,4,2,5,1,5,4,3,3,4,3,3,1,5,3,3,3,3,3,3,5,1,3,1,3,3,5,5
4596,11,22,2,1,1,1,IN,1,5,3,5,5,2,3,5,3,4,1,5,5,3,1,4,3,2,3,2,3,3,1,5,1,4,1,5,5,5,5,1,5,1,4,1,5,1,5,4,3,1,4,1,4,1,5,2,5,5
4597,13,22,1,1,1,1,PK,1,1,5,1,5,5,5,1,1,2,5,5,5,4,5,5,4,4,4,4,1,5,4,2,1,5,1,5,1,4,5,1,5,4,4,2,5,4,4,4,5,1,2,1,5,1,5,5,5,5
4598,13,20,1,1,1,1,US,3,4,4,4,3,3,2,2,5,4,3,3,5,2,2,1,3,1,3,2,1,5,1,4,1,4,3,5,3,4,4,4,4,3,3,3,4,1,3,4,3,2,5,1,3,2,5,2,5,3
4599,4,15,2,1,3,1,US,1,5,1,1,1,5,1,5,1,5,1,1,1,5,5,1,5,5,5,1,1,5,1,1,1,5,1,5,5,5,5,1,5,5,1,5,1,5,1,5,1,5,4,1,5,1,5,5,1,5
4600,3,25,2,2,1,2,SE,1,3,1,5,2,4,1,2,5,4,2,4,4,2,5,1,1,1,3,4,2,2,1,3,3,4,5,1,1,5,3,4,4,5,1,5,3,5,2,2,4,3,5,1,4,1,5,4,4,2
4601,3,22,2,2,1,5,DK,4,2,4,2,5,2,4,3,4,4,2,5,4,4,3,2,3,2,3,2,2,4,1,2,3,5,2,4,3,4,3,1,4,2,2,1,4,3,4,5,5,2,4,2,3,2,4,4,5,3
4602,3,16,1,1,1,1,US,4,3,5,2,4,3,4,3,4,3,5,2,5,1,2,5,5,4,3,4,1,5,3,4,1,5,2,5,5,4,2,4,4,3,2,5,1,3,2,2,4,2,3,2,3,2,5,4,3,5
4603,8,23,2,1,1,2,IN,2,4,3,4,4,2,2,4,3,4,2,2,5,4,4,5,4,3,5,4,4,3,3,3,4,4,4,2,4,3,1,3,4,3,2,4,2,3,2,2,1,4,3,2,1,2,2,2,5,1
4604,3,27,1,2,1,4,US,3,2,2,4,2,2,2,4,2,5,4,2,4,2,4,4,4,2,4,4,2,4,1,5,2,5,2,4,4,4,2,4,1,4,1,4,2,3,2,2,4,4,4,3,3,2,1,2,2,2
4605,13,41,1,2,2,5,US,3,1,3,3,3,2,3,3,3,4,4,3,5,3,3,3,3,3,3,3,2,4,2,3,2,3,2,4,3,4,3,3,5,1,3,1,4,2,2,4,4,1,3,2,5,3,4,4,4,4
4607,4,33,2,2,1,1,IN,2,1,3,4,5,1,1,1,3,2,5,3,5,2,5,5,5,3,5,3,1,3,3,5,1,5,4,5,4,3,3,5,5,3,3,3,5,3,3,5,4,1,4,1,5,1,4,2,5,5
4608,3,51,1,1,1,1,US,2,2,5,2,3,1,4,4,2,4,2,3,3,3,1,3,3,1,3,2,1,5,1,4,1,4,1,4,4,3,3,3,3,2,2,3,3,2,3,3,4,3,5,3,3,1,4,4,4,4
4609,1,24,1,2,1,2,US,5,1,5,2,5,1,5,3,4,2,2,4,3,4,4,2,2,2,1,1,1,5,2,5,2,5,1,4,4,4,3,4,4,2,1,3,3,3,3,3,4,4,4,3,4,1,4,4,4,3
4610,11,24,2,2,1,1,NL,3,4,4,5,1,5,4,2,5,5,3,4,4,4,2,1,3,2,3,1,2,4,1,3,4,3,5,3,4,5,4,5,4,1,4,2,5,2,3,5,3,4,5,3,4,1,4,2,3,4
4611,13,24,2,1,1,2,PK,1,4,1,4,1,5,1,4,3,4,1,1,4,4,3,5,4,4,3,3,3,3,3,5,3,5,5,3,5,4,3,3,4,2,4,4,5,1,5,1,3,4,3,4,2,4,5,4,2,3
4612,3,20,2,1,1,3,HK,2,2,4,3,5,3,3,4,4,3,1,5,2,1,2,1,2,2,1,1,4,4,2,4,3,2,3,4,4,5,3,5,4,5,1,5,1,2,1,2,3,1,4,1,5,1,5,3,5,4
4613,3,19,1,2,1,1,US,3,2,4,2,4,2,4,2,5,3,3,3,3,2,1,2,4,3,2,3,4,5,3,1,4,2,2,4,2,4,3,5,5,1,2,4,3,2,4,4,4,1,5,1,5,2,5,4,5,5
4614,3,30,1,1,1,1,US,1,4,1,5,1,3,1,5,1,5,3,3,5,1,2,3,3,3,3,5,2,2,3,5,3,3,5,3,5,3,3,3,5,3,1,5,3,3,1,5,5,1,5,1,5,1,5,5,5,5
4615,3,34,1,1,1,2,US,3,2,2,3,1,1,1,4,2,5,3,2,5,3,2,1,3,2,2,3,1,4,1,5,2,5,2,4,5,5,4,2,4,1,2,2,5,1,4,2,5,1,5,1,5,1,5,4,5,5
4616,13,20,2,1,1,1,MX,3,2,4,2,4,2,4,3,4,3,2,4,4,5,2,1,2,2,4,1,1,5,3,4,1,3,2,4,4,4,4,3,4,3,1,4,5,4,4,4,5,1,2,1,4,3,5,5,5,4
